age,job,marital,education,balance,housing,loan,month,campaign,deposit
29.0,blue-collar,married,secondary,2870,yes,no,jul,1,yes
43.0,blue-collar,married,secondary,184,no,yes,jul,6,yes
32.0,blue-collar,married,secondary,1905,yes,no,jul,2,yes
30.0,admin.,single,secondary,-36,no,no,jul,6,yes
40.0,blue-collar,married,secondary,-839,yes,yes,jul,2,yes
42.0,services,married,secondary,3465,yes,yes,jul,2,yes
27.0,student,married,secondary,119,yes,no,jul,2,yes
35.0,management,married,tertiary,36,no,yes,jul,5,yes
35.0,housemaid,married,primary,113,yes,no,jul,2,yes
32.0,blue-collar,single,secondary,118,yes,no,jul,1,yes
39.0,technician,married,secondary,251,yes,no,jul,2,yes
31.0,blue-collar,divorced,secondary,-277,yes,no,jul,2,yes
26.0,services,single,secondary,-189,no,yes,jul,2,yes
42.0,management,married,tertiary,4,yes,no,jul,1,yes
27.0,services,single,secondary,1820,yes,no,jul,1,yes
33.0,self-employed,divorced,secondary,1904,yes,no,jul,2,yes
51.0,blue-collar,married,primary,201,yes,no,jul,2,yes
33.0,admin.,married,secondary,0,yes,no,jul,6,yes
30.0,technician,single,tertiary,178,no,no,jul,3,yes
52.0,housemaid,married,primary,3798,yes,no,jul,1,yes
42.0,blue-collar,divorced,primary,301,yes,no,jul,2,yes
31.0,management,divorced,tertiary,294,yes,no,jul,5,yes
27.0,services,married,secondary,0,yes,no,jul,5,yes
44.0,blue-collar,single,secondary,292,no,yes,jul,4,yes
40.0,entrepreneur,divorced,secondary,2998,yes,no,jul,3,yes
46.0,housemaid,divorced,primary,2084,yes,no,jul,2,yes
32.0,services,divorced,secondary,454,yes,no,jul,1,yes
56.0,technician,divorced,secondary,179,no,no,jul,1,yes
33.0,blue-collar,married,secondary,661,yes,no,jul,1,yes
33.0,blue-collar,married,secondary,89,yes,no,jul,2,yes
32.0,self-employed,married,primary,102,yes,no,jul,1,yes
41.0,blue-collar,divorced,primary,138,yes,no,jul,3,yes
31.0,admin.,single,secondary,622,no,no,jul,1,yes
30.0,admin.,divorced,secondary,10,yes,no,jul,2,yes
34.0,admin.,divorced,secondary,-251,no,no,jul,1,yes
43.0,entrepreneur,married,secondary,104,yes,no,jul,3,yes
28.0,blue-collar,married,secondary,173,no,no,jul,6,yes
32.0,admin.,divorced,secondary,-46,no,yes,jul,4,yes
31.0,blue-collar,divorced,secondary,0,yes,yes,jul,4,yes
35.0,entrepreneur,single,tertiary,145,yes,no,jul,2,yes
31.0,management,married,tertiary,325,yes,no,jul,2,yes
25.0,services,single,secondary,2311,no,yes,jul,2,yes
56.0,retired,divorced,tertiary,158,no,yes,jul,1,yes
47.0,technician,married,secondary,1981,yes,no,jul,2,yes
39.0,management,married,tertiary,1423,yes,no,jul,3,yes
51.0,management,married,tertiary,2455,yes,no,jul,1,yes
54.0,technician,divorced,secondary,859,no,yes,jul,1,yes
58.0,retired,married,unknown,4087,no,no,jul,4,yes
42.0,unemployed,married,unknown,970,yes,no,jul,6,yes
56.0,services,married,primary,486,no,yes,jul,1,yes
55.0,housemaid,married,secondary,127,yes,no,jul,6,yes
26.0,blue-collar,single,primary,409,yes,no,jul,2,yes
40.0,admin.,single,secondary,664,no,no,jul,2,yes
26.0,technician,single,secondary,223,no,yes,jul,3,yes
35.0,management,single,tertiary,-324,no,yes,jul,6,yes
34.0,services,single,secondary,-30,no,no,jul,3,yes
41.0,management,single,tertiary,1253,no,no,jul,5,yes
44.0,management,married,primary,4087,yes,no,jul,6,yes
33.0,management,single,tertiary,30,yes,no,jul,1,yes
36.0,management,divorced,tertiary,81,no,yes,jul,1,yes
38.0,technician,married,secondary,0,yes,no,jul,1,yes
35.0,technician,married,tertiary,328,yes,no,jul,2,yes
41.0,technician,single,tertiary,145,no,no,jul,2,yes
41.0,management,divorced,unknown,465,yes,no,jul,1,yes
28.0,blue-collar,married,secondary,751,yes,no,jul,5,yes
26.0,services,married,secondary,-379,yes,yes,jul,6,yes
39.0,blue-collar,single,secondary,0,no,no,jul,4,yes
25.0,admin.,married,unknown,349,yes,no,jul,6,yes
37.0,admin.,married,secondary,1110,yes,no,jul,6,yes
25.0,management,married,secondary,2228,yes,no,jul,1,yes
46.0,management,divorced,tertiary,2166,yes,no,jul,1,yes
25.0,blue-collar,single,secondary,-247,yes,no,jul,1,yes
28.0,technician,single,tertiary,-123,no,yes,jul,1,yes
33.0,services,divorced,secondary,44,no,yes,jul,1,yes
32.0,management,single,secondary,131,yes,yes,jul,2,yes
32.0,blue-collar,married,secondary,476,yes,no,jul,6,yes
47.0,technician,single,secondary,1101,yes,no,jul,3,yes
50.0,entrepreneur,married,tertiary,-168,yes,no,jul,2,yes
27.0,technician,married,secondary,-392,yes,no,jul,2,yes
45.0,admin.,married,secondary,524,yes,no,jul,1,yes
51.0,admin.,single,secondary,895,no,no,jul,2,yes
36.0,admin.,married,secondary,212,yes,yes,jul,6,yes
51.0,self-employed,married,secondary,95,yes,no,jul,4,yes
33.0,services,single,tertiary,395,yes,no,jul,6,yes
59.0,technician,married,secondary,135,yes,yes,jul,4,yes
38.0,entrepreneur,married,tertiary,0,no,no,jul,2,yes
40.0,services,married,secondary,471,yes,no,jul,4,yes
51.0,blue-collar,married,primary,603,yes,no,jul,2,yes
41.0,entrepreneur,single,secondary,663,no,no,jul,1,yes
38.0,entrepreneur,married,secondary,593,yes,yes,jul,6,yes
31.0,management,married,tertiary,1224,yes,yes,jul,2,yes
28.0,admin.,single,secondary,2,yes,no,jul,1,yes
41.0,blue-collar,married,secondary,720,no,yes,jul,1,yes
33.0,management,divorced,tertiary,990,yes,no,jul,2,yes
25.0,student,single,secondary,1747,yes,no,jul,1,yes
45.0,admin.,divorced,secondary,59,yes,no,jul,6,yes
31.0,blue-collar,married,primary,33,yes,no,jul,2,yes
28.0,services,single,secondary,340,yes,no,jul,2,yes
49.0,technician,divorced,secondary,305,no,no,jul,2,yes
25.0,services,married,secondary,0,yes,no,jul,6,yes
28.0,unemployed,single,tertiary,497,yes,no,jul,6,yes
54.0,retired,married,secondary,1371,no,no,jul,2,yes
28.0,technician,single,tertiary,1628,yes,no,jul,2,yes
27.0,technician,single,tertiary,372,yes,yes,jul,2,yes
49.0,blue-collar,single,primary,566,yes,no,jul,2,yes
53.0,blue-collar,married,primary,343,yes,no,jul,5,yes
26.0,technician,single,secondary,941,no,yes,jul,1,yes
37.0,services,married,secondary,775,no,yes,jul,1,yes
34.0,blue-collar,single,secondary,1759,no,yes,jul,1,yes
51.0,retired,married,primary,1495,no,no,jul,4,yes
39.0,housemaid,married,secondary,1444,no,no,jul,6,yes
35.0,technician,single,tertiary,470,yes,no,jul,6,yes
51.0,unemployed,married,primary,1162,yes,no,jul,1,yes
30.0,management,single,tertiary,2,yes,yes,jul,6,yes
42.0,blue-collar,single,primary,1628,yes,no,jul,6,yes
54.0,management,married,secondary,1134,yes,no,jul,3,yes
51.0,blue-collar,married,primary,0,yes,yes,jul,3,yes
57.0,retired,divorced,primary,63,no,yes,jul,6,yes
30.0,management,married,tertiary,1221,yes,no,jul,4,yes
37.0,blue-collar,single,secondary,4087,no,yes,jul,4,yes
39.0,technician,married,secondary,4087,yes,no,jul,6,yes
35.0,technician,married,tertiary,1629,no,no,jul,4,yes
48.0,management,married,secondary,268,yes,no,jul,6,yes
31.0,management,married,tertiary,0,yes,yes,jul,6,yes
35.0,self-employed,married,secondary,4087,yes,no,jul,3,yes
48.0,housemaid,married,secondary,513,no,yes,jul,3,yes
53.0,housemaid,married,primary,362,no,no,jul,2,yes
27.0,technician,single,secondary,3933,no,no,jul,3,yes
55.0,technician,married,secondary,3899,yes,no,jul,4,yes
40.0,services,married,secondary,473,yes,no,jul,3,yes
40.0,self-employed,single,tertiary,1616,no,no,jul,6,yes
38.0,blue-collar,divorced,secondary,1817,yes,no,jul,4,yes
54.0,retired,single,secondary,129,no,yes,jul,2,yes
54.0,technician,married,secondary,1938,no,yes,jul,3,yes
50.0,admin.,single,secondary,133,no,no,jul,4,yes
48.0,management,divorced,tertiary,2263,no,no,jul,2,yes
41.0,services,married,unknown,1538,no,no,jul,2,yes
51.0,blue-collar,divorced,primary,5,no,no,jul,2,yes
42.0,technician,single,tertiary,2625,no,no,jul,2,yes
58.0,retired,divorced,secondary,1080,yes,no,jul,2,yes
47.0,unemployed,married,secondary,312,no,no,jul,1,yes
58.0,admin.,married,secondary,145,yes,no,jul,6,yes
41.0,blue-collar,married,secondary,-190,no,yes,jul,3,yes
50.0,admin.,married,secondary,2678,no,no,jul,6,yes
46.0,housemaid,married,secondary,271,yes,no,jul,6,yes
44.0,blue-collar,married,secondary,0,no,no,jul,2,yes
36.0,services,married,secondary,0,no,no,jul,2,yes
58.0,management,divorced,secondary,3161,no,no,jul,2,yes
44.0,unemployed,single,primary,-4,no,yes,jul,2,yes
49.0,entrepreneur,divorced,unknown,-701,yes,no,jul,2,yes
55.0,management,married,tertiary,-375,no,no,jul,2,yes
52.0,unemployed,married,primary,959,no,no,jul,2,yes
60.0,retired,divorced,secondary,1091,no,no,jul,5,yes
41.0,services,married,unknown,-1,no,yes,jul,4,yes
36.0,management,married,tertiary,96,no,no,jul,4,yes
41.0,blue-collar,divorced,primary,0,no,no,jul,2,yes
50.0,entrepreneur,married,tertiary,230,no,no,jul,4,yes
44.0,housemaid,married,primary,-156,no,yes,jul,2,yes
54.0,technician,married,secondary,114,no,no,jul,3,yes
35.0,management,married,tertiary,-468,yes,no,jul,6,yes
59.0,retired,divorced,secondary,679,no,no,jul,4,yes
42.0,entrepreneur,married,unknown,206,yes,no,jul,2,yes
27.0,management,single,tertiary,1,yes,no,jul,4,yes
59.0,housemaid,divorced,primary,2518,no,no,jul,3,yes
43.0,admin.,married,secondary,378,no,no,jul,6,yes
39.0,technician,single,secondary,391,no,yes,jul,4,yes
33.0,unemployed,married,secondary,-144,no,no,jul,3,yes
36.0,self-employed,single,tertiary,1240,no,no,jul,3,yes
35.0,blue-collar,divorced,primary,1792,yes,no,jul,6,yes
50.0,blue-collar,married,unknown,2284,yes,no,jul,6,yes
55.0,technician,married,secondary,264,yes,yes,jul,5,yes
51.0,unemployed,divorced,tertiary,0,no,no,jul,2,yes
48.0,entrepreneur,married,tertiary,-392,no,no,jul,4,yes
55.0,housemaid,divorced,primary,77,no,no,jul,6,yes
30.0,services,married,secondary,48,yes,no,jul,6,yes
53.0,blue-collar,married,primary,252,no,no,jul,4,yes
40.0,blue-collar,married,secondary,1954,no,no,jul,2,yes
44.0,technician,married,primary,755,no,yes,jul,4,yes
49.0,management,divorced,tertiary,755,no,no,jul,4,yes
40.0,admin.,married,secondary,341,no,no,jul,5,yes
58.0,unemployed,married,primary,1183,no,no,jul,5,yes
49.0,services,married,secondary,388,no,no,jul,4,yes
38.0,technician,married,secondary,1919,no,no,aug,1,yes
51.0,housemaid,divorced,tertiary,1613,no,no,aug,1,yes
36.0,management,divorced,tertiary,0,no,no,aug,1,yes
55.0,retired,married,secondary,0,no,no,aug,1,yes
43.0,technician,married,tertiary,0,no,no,aug,2,yes
60.0,management,divorced,secondary,0,no,no,aug,3,yes
57.0,retired,married,secondary,466,no,no,aug,2,yes
41.0,technician,married,tertiary,515,no,no,aug,2,yes
50.0,technician,married,tertiary,2313,no,no,aug,1,yes
53.0,blue-collar,married,secondary,-8,no,no,aug,1,yes
59.0,retired,married,primary,1634,yes,yes,aug,1,yes
59.0,housemaid,married,primary,100,no,no,aug,1,yes
52.0,unknown,married,unknown,4087,no,no,aug,3,yes
58.0,management,divorced,tertiary,1257,no,no,aug,1,yes
59.0,retired,married,primary,3400,yes,no,aug,3,yes
49.0,technician,single,secondary,1377,no,no,aug,1,yes
33.0,management,divorced,tertiary,2885,no,no,aug,2,yes
55.0,blue-collar,married,primary,512,no,no,aug,2,yes
42.0,technician,married,tertiary,921,no,no,aug,3,yes
52.0,services,married,secondary,1000,no,no,aug,2,yes
38.0,technician,married,tertiary,202,no,no,aug,2,yes
55.0,technician,married,tertiary,169,no,yes,aug,2,yes
49.0,technician,married,tertiary,3726,no,no,aug,2,yes
56.0,technician,divorced,secondary,146,yes,no,aug,3,yes
46.0,technician,married,secondary,940,no,no,aug,2,yes
57.0,retired,divorced,tertiary,734,no,no,aug,4,yes
61.0,retired,married,secondary,77,no,no,aug,4,yes
45.0,admin.,married,secondary,925,no,no,aug,2,yes
39.0,management,married,tertiary,1836,no,no,aug,3,yes
46.0,admin.,married,secondary,660,no,no,aug,2,yes
43.0,management,single,tertiary,1304,no,no,aug,2,yes
34.0,services,married,secondary,2956,no,no,aug,2,yes
35.0,management,divorced,tertiary,146,no,no,aug,2,yes
36.0,management,divorced,tertiary,36,no,no,aug,4,yes
45.0,management,divorced,tertiary,1,no,no,aug,2,yes
47.0,technician,married,secondary,2480,no,no,aug,2,yes
42.0,technician,married,tertiary,4087,yes,no,aug,4,yes
40.0,management,single,tertiary,0,no,no,aug,6,yes
40.0,technician,divorced,secondary,311,no,no,aug,2,yes
32.0,technician,married,secondary,560,no,no,aug,4,yes
33.0,technician,single,secondary,3059,no,yes,aug,2,yes
32.0,self-employed,married,tertiary,1423,no,no,aug,4,yes
46.0,blue-collar,married,primary,874,no,no,aug,1,yes
50.0,admin.,married,secondary,706,yes,no,aug,4,yes
51.0,blue-collar,married,primary,4087,no,no,aug,6,yes
30.0,management,single,tertiary,4087,no,no,aug,3,yes
39.0,technician,single,secondary,1104,no,no,aug,2,yes
47.0,admin.,married,secondary,3070,no,no,aug,4,yes
40.0,technician,divorced,secondary,0,no,no,aug,2,yes
50.0,blue-collar,married,primary,4087,yes,no,aug,2,yes
60.0,management,married,tertiary,0,no,no,aug,3,yes
32.0,management,single,tertiary,4087,no,no,aug,6,yes
57.0,technician,married,tertiary,4087,no,no,aug,2,yes
41.0,self-employed,married,tertiary,231,no,no,aug,2,yes
50.0,technician,married,secondary,3176,no,no,aug,1,yes
46.0,technician,divorced,secondary,-824,yes,no,aug,3,yes
31.0,management,married,tertiary,676,no,no,aug,1,yes
36.0,technician,single,secondary,651,no,no,aug,1,yes
45.0,technician,divorced,secondary,2657,no,no,aug,3,yes
33.0,technician,divorced,secondary,801,no,no,aug,5,yes
47.0,services,married,secondary,405,no,yes,aug,2,yes
35.0,management,married,tertiary,82,no,no,aug,4,yes
38.0,management,married,tertiary,179,no,no,aug,4,yes
33.0,management,married,tertiary,1047,no,no,aug,4,yes
44.0,technician,single,secondary,4087,no,no,aug,2,yes
31.0,management,single,tertiary,165,no,yes,aug,2,yes
31.0,management,single,tertiary,37,no,no,aug,2,yes
49.0,services,married,secondary,823,no,no,aug,4,yes
52.0,services,married,primary,1625,no,no,aug,2,yes
31.0,technician,married,tertiary,120,no,no,aug,1,yes
35.0,management,married,tertiary,2957,yes,yes,aug,3,yes
31.0,management,single,tertiary,2,no,no,aug,1,yes
36.0,technician,divorced,secondary,1,no,no,aug,3,yes
39.0,management,married,tertiary,1795,no,no,aug,6,yes
46.0,management,married,tertiary,4,no,no,aug,4,yes
48.0,blue-collar,married,primary,476,no,no,aug,3,yes
36.0,management,married,tertiary,9,no,no,aug,4,yes
30.0,management,married,tertiary,131,yes,no,aug,6,yes
33.0,management,single,tertiary,1120,no,no,aug,2,yes
57.0,housemaid,married,primary,2785,no,no,aug,4,yes
33.0,management,single,tertiary,0,no,no,aug,6,yes
35.0,management,married,tertiary,43,no,no,aug,4,yes
53.0,management,married,tertiary,0,no,no,aug,2,yes
41.0,management,married,secondary,456,yes,no,aug,4,yes
32.0,management,single,secondary,2018,no,no,aug,1,yes
41.0,management,married,tertiary,0,no,no,aug,5,yes
35.0,technician,single,secondary,354,no,no,aug,3,yes
48.0,blue-collar,married,primary,719,no,yes,aug,5,yes
34.0,management,married,tertiary,828,no,yes,aug,3,yes
47.0,blue-collar,married,secondary,2787,no,no,aug,1,yes
46.0,unemployed,married,secondary,2551,no,no,aug,2,yes
60.0,retired,married,secondary,2722,no,no,aug,2,yes
39.0,management,married,secondary,1880,no,no,aug,2,yes
57.0,blue-collar,married,primary,2112,no,no,aug,2,yes
36.0,unemployed,divorced,secondary,871,no,no,aug,3,yes
30.0,management,married,secondary,850,no,no,aug,2,yes
33.0,technician,married,secondary,3243,no,no,aug,4,yes
30.0,management,married,tertiary,1567,yes,no,aug,4,yes
36.0,technician,single,secondary,12,no,no,aug,2,yes
49.0,blue-collar,married,primary,128,no,no,aug,2,yes
49.0,blue-collar,married,secondary,553,no,no,aug,6,yes
40.0,unemployed,divorced,secondary,1694,no,no,aug,6,yes
49.0,blue-collar,married,primary,408,no,no,aug,4,yes
38.0,management,married,tertiary,1223,no,no,aug,5,yes
31.0,management,single,tertiary,1858,no,no,aug,3,yes
34.0,management,married,tertiary,520,yes,no,aug,4,yes
39.0,management,married,tertiary,271,yes,no,aug,1,yes
40.0,management,married,secondary,4087,no,no,aug,3,yes
47.0,technician,married,secondary,568,yes,no,aug,1,yes
37.0,technician,single,secondary,3665,no,no,aug,3,yes
44.0,technician,single,secondary,244,yes,no,aug,4,yes
55.0,management,married,tertiary,568,no,no,aug,6,yes
40.0,technician,married,secondary,42,no,no,aug,2,yes
54.0,retired,married,primary,309,no,no,aug,2,yes
35.0,technician,married,secondary,-180,no,yes,aug,2,yes
32.0,technician,single,tertiary,4087,no,no,aug,6,yes
36.0,management,divorced,tertiary,59,no,no,aug,2,yes
37.0,management,married,tertiary,4087,no,no,aug,5,yes
37.0,technician,single,secondary,-242,yes,no,aug,6,yes
50.0,self-employed,married,secondary,4087,no,no,aug,2,yes
58.0,retired,married,tertiary,0,no,no,aug,4,yes
52.0,technician,divorced,secondary,152,no,no,aug,6,yes
31.0,management,married,tertiary,156,no,no,aug,6,yes
40.0,management,married,tertiary,66,no,no,aug,4,yes
34.0,management,single,tertiary,4087,yes,no,aug,4,yes
53.0,services,married,secondary,4087,no,no,aug,4,yes
43.0,management,married,tertiary,2383,no,no,aug,6,yes
30.0,technician,single,tertiary,635,no,no,aug,6,yes
34.0,technician,single,secondary,16,no,no,aug,1,yes
48.0,admin.,divorced,secondary,362,no,no,aug,1,yes
33.0,management,married,tertiary,191,no,no,aug,2,yes
37.0,management,single,tertiary,455,yes,no,aug,6,yes
57.0,technician,divorced,secondary,3043,no,no,aug,2,yes
55.0,retired,married,primary,3334,no,no,aug,4,yes
34.0,technician,married,tertiary,4087,yes,no,aug,4,yes
44.0,entrepreneur,married,tertiary,624,no,no,aug,2,yes
35.0,management,single,tertiary,331,no,no,aug,2,yes
34.0,housemaid,married,primary,2929,no,no,aug,2,yes
49.0,services,married,secondary,1314,no,no,aug,6,yes
30.0,technician,married,secondary,289,yes,no,aug,4,yes
32.0,management,single,tertiary,20,no,no,aug,2,yes
56.0,blue-collar,married,primary,4087,no,no,aug,4,yes
50.0,management,single,tertiary,1200,no,no,aug,3,yes
32.0,technician,single,secondary,1732,yes,no,aug,3,yes
45.0,technician,single,tertiary,0,no,no,aug,4,yes
52.0,management,married,tertiary,576,no,no,aug,3,yes
60.0,blue-collar,married,primary,493,no,no,aug,4,yes
47.0,management,married,tertiary,682,no,no,aug,6,yes
32.0,technician,single,secondary,0,no,no,aug,4,yes
55.0,blue-collar,married,primary,3485,no,no,aug,4,yes
36.0,management,single,tertiary,2944,no,no,aug,6,yes
46.0,technician,married,secondary,1353,no,no,aug,5,yes
55.0,management,divorced,tertiary,0,no,no,aug,4,yes
30.0,management,single,tertiary,1541,no,no,aug,6,yes
54.0,blue-collar,married,secondary,548,no,no,aug,6,yes
31.0,management,divorced,tertiary,254,no,no,aug,6,yes
46.0,technician,single,tertiary,4087,no,no,aug,6,yes
61.0,management,married,secondary,985,no,no,aug,6,yes
58.0,retired,married,primary,1241,no,no,aug,2,yes
38.0,technician,single,secondary,3278,no,no,aug,6,yes
49.0,technician,married,secondary,412,no,no,aug,6,yes
43.0,management,single,tertiary,483,no,no,aug,6,yes
52.0,management,married,tertiary,4087,no,no,aug,3,yes
33.0,self-employed,single,tertiary,61,no,no,aug,3,yes
33.0,management,married,tertiary,1412,yes,no,aug,1,yes
53.0,management,married,tertiary,15,no,no,aug,2,yes
40.0,admin.,single,tertiary,27,no,no,aug,2,yes
44.0,self-employed,married,tertiary,1196,no,no,aug,5,yes
42.0,technician,divorced,secondary,19,no,no,aug,4,yes
33.0,management,single,tertiary,432,no,no,aug,6,yes
53.0,technician,married,tertiary,988,no,no,aug,5,yes
60.0,admin.,married,tertiary,1614,no,no,aug,6,yes
33.0,technician,single,secondary,163,yes,no,aug,2,yes
37.0,technician,married,tertiary,247,no,no,aug,6,yes
45.0,admin.,married,secondary,236,no,no,aug,2,yes
34.0,technician,single,secondary,666,no,no,aug,2,yes
56.0,technician,married,tertiary,73,no,no,aug,4,yes
57.0,technician,divorced,tertiary,96,no,no,aug,4,yes
32.0,management,single,tertiary,46,no,no,aug,6,yes
50.0,services,married,secondary,1501,no,no,aug,4,yes
30.0,services,single,tertiary,-477,no,yes,aug,2,yes
